Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
84.6390,0.0000,54.8300,26.5800,239.8650,0.2000,0.5577,0.6231,0.9517,9.2532,13.1615,4.4765,1.9128,38.0876,29.7798,42.2414,48.2630,9.6535,3.2334,2.0203
84.9490,0.0000,54.8300,26.5800,239.8238,0.2000,0.0695,0.1679,0.1281,0.1840,0.1839,0.1794,0.1554,0.2597,0.1594,0.2166,0.1533,0.1480,0.1288,0.1275
85.2570,0.0000,54.8300,26.5800,239.7997,0.8800,0.0643,0.1515,0.1091,0.1122,0.1184,0.1398,0.1213,0.1153,0.1044,0.1285,0.1185,0.1204,0.1082,0.1122
85.5650,0.0000,54.8300,26.5800,239.8924,0.8928,0.0703,0.1455,0.1075,0.1040,0.1118,0.1313,0.1190,0.1072,0.1003,0.1210,0.1142,0.1164,0.1063,0.1100
85.8750,0.0000,54.8300,26.5800,239.9858,0.8961,0.0753,0.1417,0.1092,0.1024,0.1117,0.1281,0.1204,0.1060,0.0995,0.1199,0.1131,0.1152,0.1062,0.1095
86.1820,0.0000,54.8300,26.5800,240.0782,0.8980,0.0789,0.1404,0.1119,0.1025,0.1133,0.1270,0.1220,0.1058,0.0994,0.1199,0.1124,0.1147,0.1063,0.1095
86.4920,0.0000,54.8300,26.5800,240.0783,0.8990,0.0816,0.1404,0.1149,0.1031,0.1154,0.1270,0.1240,0.1058,0.0994,0.1199,0.1119,0.1145,0.1064,0.1092
86.8020,0.0000,54.8300,26.5800,240.0662,0.8994,0.0839,0.1413,0.1178,0.1040,0.1173,0.1273,0.1260,0.1060,0.0994,0.1199,0.1115,0.1144,0.1066,0.1092
87.1120,0.0000,54.8300,26.5800,240.0541,0.8990,0.0855,0.1423,0.1202,0.1052,0.1191,0.1281,0.1278,0.1061,0.0992,0.1199,0.1113,0.1143,0.1064,0.1091
87.4210,0.0000,54.8320,26.5881,240.0723,0.8990,0.0870,0.1435,0.1226,0.1060,0.1208,0.1289,0.1293,0.1061,0.0991,0.1199,0.1110,0.1140,0.1066,0.1090
87.7310,0.0000,54.8351,26.6005,240.1064,0.8990,0.0884,0.1447,0.1243,0.1072,0.1226,0.1296,0.1310,0.1062,0.0991,0.1201,0.1109,0.1139,0.1066,0.1091
88.0400,0.0000,54.8382,26.6129,240.1404,0.8994,0.0896,0.1458,0.1263,0.1080,0.1237,0.1302,0.1323,0.1063,0.0990,0.1199,0.1107,0.1139,0.1067,0.1088
88.3500,0.0000,54.8400,26.6200,240.1735,0.8996,0.0905,0.1469,0.1277,0.1089,0.1253,0.1309,0.1334,0.1063,0.0990,0.1199,0.1102,0.1136,0.1067,0.1088
88.6590,0.0000,54.8400,26.6200,240.2050,0.8990,0.0915,0.1478,0.1290,0.1095,0.1262,0.1316,0.1342,0.1062,0.0990,0.1198,0.1102,0.1136,0.1068,0.1087
88.9690,0.0000,54.8400,26.6200,240.2366,0.9000,0.0925,0.1486,0.1303,0.1101,0.1272,0.1321,0.1352,0.1062,0.0990,0.1198,0.1101,0.1136,0.1066,0.1088
89.2770,0.0000,54.8400,26.6200,240.2493,0.8990,0.0934,0.1495,0.1313,0.1108,0.1282,0.1326,0.1359,0.1065,0.0989,0.1198,0.1101,0.1134,0.1066,0.1087
89.5860,0.0000,54.8400,26.6200,240.1829,0.8990,0.0940,0.1502,0.1321,0.1113,0.1290,0.1332,0.1366,0.1065,0.0989,0.1197,0.1100,0.1133,0.1067,0.0396
89.8950,0.0000,54.8400,26.6200,240.1164,0.8990,0.0934,0.2612,0.4572,0.3461,0.5442,0.6282,0.8886,0.2771,0.3190,0.4645,0.8277,1.5123,2.1957,2.6822
90.2030,0.0000,54.8400,26.6200,240.0502,0.2137,1.0581,2.7719,5.0429,3.5136,5.1169,5.8071,7.5854,9.5302,8.2365,11.3326,16.0923,20.3753,20.3516,26.2795
90.5130,0.0000,54.8400,26.6200,239.9352,0.2083,6.4402,14.8236,26.3430,14.2135,24.1578,26.2927,31.0691,40.0063,24.8147,43.9691,45.2361,47.3060,38.5658,50.6587
90.8230,0.0000,54.8400,26.6200,239.8177,0.2050,21.7958,40.5040,56.6351,23.9772,49.9804,54.5217,61.3071,54.4724,33.4643,59.3023,54.2965,58.0204,48.1178,61.5540
