Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
456.3780,0.0000,52.8100,26.5800,239.8072,0.2000,10.7576,7.8322,23.5758,22.3967,39.1190,39.2974,41.5249,48.5445,40.0132,57.3826,54.2965,48.3602,45.5628,66.2847
456.6840,0.0000,52.8100,26.5800,239.8498,0.2000,8.5406,5.8343,19.7300,22.3967,38.7660,39.8947,41.5249,49.7495,39.2482,54.1325,54.2965,48.1165,46.2782,69.4831
456.9900,0.0000,52.8100,26.5800,239.8923,0.2000,6.7453,4.4395,16.4765,22.1943,38.9578,38.5498,40.5595,49.4150,40.1911,55.5168,55.6851,46.7956,44.3616,64.3090
457.2940,0.0000,52.8100,26.5800,239.9398,0.2000,5.3642,3.4405,13.6118,21.5249,39.4783,38.3838,39.4375,46.5435,38.6764,55.9066,56.0760,46.7956,43.9065,63.3641
457.6000,0.0000,52.8100,26.5800,240.0035,0.2000,4.3149,2.7702,11.2473,21.7156,38.0783,36.9807,39.2400,47.9632,38.5113,54.8161,53.9904,46.2959,43.0232,62.9436
457.9040,0.0000,52.8100,26.5800,240.0667,0.2000,3.4864,2.2916,9.2078,21.7156,37.7433,35.6742,38.8829,46.8407,38.6764,53.4654,53.9904,45.8065,42.5944,62.0375
458.2080,0.0000,52.8100,26.5800,240.1299,0.2000,2.8651,1.9415,7.5518,21.2679,37.4140,34.1626,37.8485,44.4719,39.2482,54.5033,54.2965,45.8065,42.4022,62.0375
458.5130,0.0000,52.8100,26.5800,240.0494,0.2000,2.3950,1.6865,6.2405,20.6505,37.0903,33.3141,36.8664,45.7687,38.1529,54.1325,53.3287,44.8575,41.7614,61.1567
458.8180,0.0000,52.8100,26.5800,239.9640,0.2000,2.0369,1.4910,5.1929,20.1183,36.7720,32.2446,36.0991,44.2479,36.2778,52.8143,53.9904,45.8065,41.5766,60.3002
459.1220,0.0000,52.8100,26.5800,239.8789,0.2000,1.7590,1.3420,4.3904,20.2963,35.7121,30.0663,35.3355,44.4719,35.8154,51.5578,53.3287,45.1125,41.1754,59.4670
459.4280,0.0000,52.8100,26.5800,239.9228,0.2000,1.5456,1.2238,3.7171,19.3485,34.6844,28.1565,34.6284,42.8230,35.8154,49.2128,51.7140,43.7442,41.3568,61.1567
459.7320,0.0000,52.8100,26.5800,240.0252,0.2010,1.3733,1.1296,3.2195,19.1388,35.2569,26.9090,32.6174,41.0575,35.6450,51.5578,52.9744,44.1912,40.5701,59.4670
460.0370,0.0000,52.8100,26.5800,240.1280,0.2000,1.2360,1.0530,2.8040,18.5352,33.8587,25.3586,31.5334,43.7627,36.2778,51.8946,51.1056,37.7813,39.6436,57.7960
460.3420,0.0000,52.8100,26.5800,240.1718,0.2000,1.1250,0.9883,2.4698,17.9168,32.2057,23.3381,29.9644,44.9727,34.8971,47.8748,50.5111,43.0705,39.0811,57.4449
460.6470,0.0000,52.8100,26.5800,240.1294,0.2007,1.0351,0.9346,2.2046,17.4309,31.5962,21.6495,28.9333,40.6381,34.7350,48.4112,50.5111,42.4548,40.5701,59.0220
460.9520,0.0000,52.8100,26.5800,240.0870,0.2000,0.9588,0.8884,1.9878,17.2127,30.8038,20.3537,26.9690,40.2271,34.3099,50.3585,52.6827,43.0705,39.0811,58.5835
461.2570,0.0000,52.8100,26.5800,240.0368,0.2000,0.8950,0.8499,1.8125,16.4035,29.2004,18.5037,25.7291,40.6381,34.1531,48.4112,49.9301,43.9463,39.0811,57.4449
461.5620,0.0000,52.8100,26.5800,239.9337,0.2000,0.8410,0.8159,1.6629,15.8789,27.6681,17.2911,24.2289,41.0575,33.4643,46.8361,49.6703,43.5041,38.5658,57.4449
461.8670,0.0000,52.8100,26.5800,239.8306,0.2000,0.7951,0.7873,1.5420,15.1825,26.2837,15.6902,22.5695,39.2166,34.8971,48.6589,50.8337,42.4548,38.5658,57.4449
462.1710,0.0000,52.8100,26.5800,239.7279,0.2000,0.7552,0.7607,1.4367,14.3595,24.6642,14.4281,21.1744,38.0876,33.3149,48.1171,49.1079,42.4548,38.3760,57.4449
462.4760,0.0000,52.8100,26.5800,239.7435,0.2000,0.7207,0.7385,1.3491,14.0074,20.9777,13.2231,19.4590,40.4129,33.5898,49.5202,49.9301,41.6357,37.5438,55.9487
462.7820,0.0000,52.8100,26.5800,239.7808,0.2000,0.6897,0.7178,1.2686,13.2980,21.0851,12.0151,18.0706,41.9221,32.6584,45.3583,48.5579,40.6368,37.3636,54.8439
463.0870,0.0000,52.8100,26.5800,239.8180,0.2000,0.6631,0.6992,1.2014,12.6060,20.0564,11.0985,16.8202,38.0876,32.6584,46.5604,50.8337,41.8191,37.5438,55.9487
463.3920,0.0000,52.8100,26.5800,239.8610,0.2000,0.6391,0.6828,1.1438,11.9553,18.7204,10.2278,15.6674,37.9220,32.3981,47.3498,48.0198,41.4176,37.3636,55.5538
463.6970,0.0000,52.8100,26.5800,239.9082,0.2000,0.6176,0.6677,1.0939,11.6456,17.2111,9.3624,14.4640,39.0413,31.7533,45.5763,48.8064,40.6368,36.8913,54.8439
464.0010,0.0000,52.8100,26.5800,239.9554,0.2000,0.5980,0.6540,1.0462,11.0091,16.0441,8.6528,13.3725,38.8330,32.0036,44.1742,49.9301,40.2571,36.8913,54.5271
464.3060,0.0000,52.8100,26.5800,239.9816,0.2000,0.5805,0.6415,1.0051,10.2568,14.8795,7.9800,12.3094,37.7252,31.7533,45.5763,47.7312,40.6368,37.2148,54.5271
464.6110,0.0000,52.8100,26.5800,239.9560,0.2000,0.5647,0.6301,0.9708,9.8125,13.8109,7.3776,11.3097,37.7252,31.5067,47.8748,49.1079,39.8842,36.4020,54.5271
464.9150,0.0000,52.8100,26.5800,239.9305,0.2000,0.5503,0.6190,0.9376,8.6999,12.6075,6.8166,10.4050,38.6611,30.9171,45.0994,52.3368,39.1583,35.4875,52.5231
465.2210,0.0000,52.8100,26.5800,239.9058,0.2000,0.5370,0.6093,0.9071,8.7475,11.6910,6.3074,9.5856,37.9220,31.2639,43.9691,46.9780,38.6464,35.6504,54.1517
465.5260,0.0000,52.8100,26.5800,239.9857,0.2000,0.5246,0.5999,0.8803,8.1963,10.8281,5.8779,8.8233,36.6774,31.0246,44.4228,46.9780,38.8050,35.0600,54.1517
465.8330,0.0000,52.8100,26.5800,240.0661,0.2000,0.5135,0.5916,0.8569,7.8580,10.0186,5.4964,8.1635,37.9220,30.4522,46.3331,47.7312,39.5180,35.4875,53.1748
466.1380,0.0000,52.8100,26.5800,240.1460,0.2000,0.5029,0.5840,0.8337,7.3397,9.2682,5.1380,7.5943,38.4568,30.5567,42.8541,46.7015,39.5180,35.3528,52.8174
466.4420,0.0000,52.8100,26.5800,240.1408,0.2000,0.4933,0.5764,0.8131,6.9194,8.6247,4.8054,7.0055,36.6774,30.6829,43.2855,46.4735,39.1583,35.3528,52.5231
466.7480,0.0000,52.8100,26.5800,240.1050,0.2000,0.4843,0.5698,0.7942,6.5246,7.9658,4.5042,6.4619,37.9220,31.2639,44.6321,47.2109,38.3020,34.6166,52.5231
467.0520,0.0000,52.8100,26.5800,240.0694,0.2000,0.4759,0.5628,0.7774,6.1879,7.3758,4.2330,5.9874,37.2100,29.8798,43.7254,47.7312,38.4578,34.6166,52.1742
467.3570,0.0000,52.8100,26.5800,240.0449,0.2000,0.4683,0.5567,0.7616,5.8571,6.7923,3.9871,5.5742,37.5627,29.4445,42.0161,47.4933,37.7813,34.4882,50.9328
467.6610,0.0000,52.8100,26.5800,240.0336,0.2000,0.4609,0.5508,0.7447,5.4824,6.3191,3.7640,5.1824,36.6774,29.8798,42.4311,45.7144,38.3020,34.4882,51.2656
467.9660,0.0000,52.8100,26.5800,240.0223,0.2000,0.4540,0.5456,0.7311,5.1746,5.8480,3.5554,4.8190,37.9220,29.7798,44.4228,46.4735,37.4517,33.9344,51.5462
468.2710,0.0000,52.8100,26.5800,240.0175,0.2000,0.4475,0.5398,0.7183,4.8791,5.4388,3.3710,4.4930,36.0099,29.1356,43.0884,46.9780,37.6308,33.6639,50.6587
468.5750,0.0000,52.8100,26.5800,240.0430,0.1999,0.4415,0.5351,0.7058,4.6544,5.0471,3.1934,4.2043,37.0203,24.9698,41.4265,47.2109,36.8090,33.2540,50.6587
468.8800,0.0000,52.8100,26.5800,240.0686,0.2000,0.4358,0.5302,0.6940,4.3704,4.6795,3.0238,3.9313,35.8615,28.9268,41.0304,44.3081,36.3548,33.7863,51.2656
469.1850,0.0000,52.8100,26.5800,240.0942,0.2001,0.4302,0.5261,0.6831,4.1442,4.3726,2.8869,3.6900,36.3407,29.7798,44.1742,45.7144,36.4956,32.9939,50.0658
469.4900,0.0000,52.8100,26.5800,240.0829,0.2000,0.4250,0.5216,0.6729,3.9481,4.0831,2.7542,3.4697,35.2224,28.6098,42.6608,46.7015,36.4956,32.8770,49.4864
469.7940,0.0000,52.8100,26.5800,240.0670,0.2000,0.2501,0.2428,0.1774,0.3481,0.2775,0.2444,0.1930,8.9470,1.7771,1.7831,0.4572,0.2848,0.2265,0.1914
470.0990,0.0000,52.8100,26.5800,240.0512,0.8580,0.0613,0.1528,0.1072,0.1102,0.1117,0.1391,0.1137,0.1432,0.1155,0.1470,0.1288,0.1290,0.1149,0.1174
470.4040,0.0000,52.8100,26.5800,240.0872,0.8874,0.0671,0.1465,0.1047,0.1023,0.1067,0.1306,0.1147,0.1129,0.1024,0.1239,0.1172,0.1190,0.1082,0.1116
470.7090,0.0000,52.8100,26.5800,240.1565,0.8950,0.0733,0.1419,0.1062,0.1006,0.1077,0.1269,0.1167,0.1093,0.1007,0.1212,0.1147,0.1173,0.1075,0.1106
471.0130,0.0000,52.8100,26.5800,240.2255,0.8976,0.0775,0.1396,0.1088,0.1006,0.1101,0.1255,0.1190,0.1088,0.1004,0.1206,0.1136,0.1167,0.1076,0.1104
471.3190,0.0000,52.8100,26.5800,240.2383,0.8980,0.0808,0.1393,0.1121,0.1012,0.1125,0.1250,0.1212,0.1087,0.1001,0.1208,0.1132,0.1164,0.1079,0.1103
471.6230,0.0000,52.8100,26.5800,240.1367,0.8990,0.0829,0.1399,0.1153,0.1024,0.1148,0.1256,0.1233,0.1088,0.1000,0.1209,0.1128,0.1162,0.1082,0.1102
471.9280,0.0000,52.8100,26.5800,240.0349,0.8990,0.0848,0.1409,0.1182,0.1034,0.1170,0.1262,0.1255,0.1090,0.1000,0.1209,0.1124,0.1160,0.1082,0.1100
472.2330,0.0000,52.8100,26.5800,239.9400,0.9000,0.0865,0.1422,0.1206,0.1046,0.1188,0.1273,0.1276,0.1092,0.0999,0.1209,0.1123,0.1159,0.1083,0.1099
472.5390,0.0000,52.8100,26.5800,239.9813,0.8990,0.0879,0.1433,0.1230,0.1057,0.1206,0.1280,0.1291,0.1092,0.1000,0.1209,0.1117,0.1158,0.1083,0.1099
472.8460,0.0000,52.8100,26.5800,240.0228,0.8990,0.0891,0.1447,0.1248,0.1067,0.1221,0.1289,0.1306,0.1091,0.1000,0.1208,0.1116,0.1156,0.1084,0.1099
473.1510,0.0000,52.8100,26.5800,240.0640,0.8994,0.0901,0.1458,0.1264,0.1076,0.1235,0.1296,0.1317,0.1093,0.0998,0.1209,0.1116,0.1155,0.1083,0.1096
473.4550,0.0000,52.8100,26.5800,239.9609,0.8990,0.0913,0.1468,0.1279,0.1085,0.1247,0.1304,0.1330,0.1095,0.0999,0.1206,0.1115,0.1153,0.1084,0.1096
473.7600,0.0000,52.8100,26.5800,239.8166,0.8994,0.0921,0.1478,0.1292,0.1093,0.1258,0.1310,0.1341,0.1095,0.0999,0.1206,0.1112,0.1152,0.1086,0.1095
474.0650,0.0000,52.8100,26.5800,239.6724,0.8993,0.0929,0.1486,0.1303,0.1097,0.1269,0.1316,0.1348,0.1096,0.0998,0.1206,0.1109,0.1152,0.1084,0.1096
474.3690,0.0000,52.8100,26.5800,239.6528,0.8997,0.0936,0.1495,0.1313,0.1105,0.1278,0.1321,0.1356,0.1096,0.0998,0.1205,0.1108,0.1151,0.1086,0.1096
474.6770,0.0000,52.8100,26.5800,239.7606,0.9000,0.0943,0.1502,0.1323,0.1111,0.0707,0.0845,0.1253,0.1097,0.0998,0.1206,0.0375,0.0716,0.1320,0.1409
474.9810,0.0000,52.8100,26.5800,239.8670,0.8990,0.1851,0.5267,0.9442,0.6868,1.0208,1.1827,1.6278,1.0996,1.1931,1.5950,3.1253,4.6591,6.5736,8.2974
475.2850,0.0000,52.8100,26.5800,239.9396,0.2119,1.7913,4.5226,8.2745,5.4206,7.8778,8.8864,11.3435,21.1332,16.2963,25.3819,34.6495,37.1276,35.7873,47.2945
475.5900,0.0000,52.8100,26.5800,239.8923,0.2078,9.1486,20.4418,34.5448,17.4705,29.8182,32.7708,38.3745,51.6712,34.0235,62.7987,61.6173,64.0377,52.4943,66.2847
475.8950,0.0000,52.8100,26.5800,239.8451,0.2048,26.2618,46.6139,62.7987,27.5377,56.4626,60.5782,65.9497,60.1664,39.4196,68.1441,70.0370,72.4910,57.0349,73.0008
476.1990,0.0000,52.8100,26.5800,239.7979,0.2030,46.1185,66.0296,76.4748,30.4307,71.2444,76.2102,80.5302,57.2171,41.4054,72.1267,66.2834,70.6909,57.7974,72.4454
476.5040,0.0000,52.8100,26.5800,239.9074,0.2010,58.8598,73.7788,80.6932,31.0671,71.7732,76.2102,82.0372,56.7773,41.8263,72.1267,65.2954,68.4882,57.7974,72.4454
476.8090,0.0000,52.8100,26.5800,240.0273,0.2010,62.6869,75.0345,78.5920,31.0671,71.7732,77.6364,79.0768,56.4158,41.4054,69.2228,64.8558,65.4269,55.8946,70.6179
477.1140,0.0000,52.8100,26.5800,240.1471,0.2003,60.1083,71.9176,77.2091,31.4812,66.3502,70.9881,73.7472,56.7773,42.9362,67.0980,66.2834,60.8831,54.4839,69.4831
477.4180,0.0000,52.8100,26.5800,240.1764,0.2000,55.8533,67.0368,68.1441,29.6865,63.9733,65.9463,66.9625,53.0355,42.4934,65.0981,66.8349,58.0204,53.5010,69.4831
477.7220,0.0000,52.8100,26.5800,240.1588,0.2010,52.8418,60.9443,61.9071,27.6523,56.1324,58.8476,61.7820,52.3446,42.2556,65.6318,62.4980,55.0929,54.8616,70.0976
478.0280,0.0000,52.8100,26.5800,240.1410,0.2000,46.6139,58.0787,60.1967,27.3300,54.0448,55.2549,57.2667,54.8097,43.1405,66.6330,62.4980,54.7785,53.1414,67.8952
478.3320,0.0000,52.8100,26.5800,240.0920,0.2000,40.6776,53.7895,55.9066,26.5286,50.2960,52.1297,54.3932,54.0730,42.6936,64.1416,62.0947,52.7888,54.4839,72.4454
478.6390,0.0000,52.8100,26.5800,239.9898,0.2008,37.1649,49.2563,50.6801,25.4084,48.3116,49.2798,50.5778,53.3555,43.3882,64.1416,62.0947,51.8182,52.2052,67.8952
478.9440,0.0000,52.8100,26.5800,239.8882,0.2000,34.3482,45.3727,49.2128,24.5427,46.2493,47.5609,48.3134,51.3110,43.5967,66.0832,61.2250,51.2086,50.6424,68.3837
479.2480,0.0000,52.8100,26.5800,239.8019,0.2000,31.4259,39.7569,45.8407,24.6343,45.0672,45.9557,47.2542,53.0355,40.9928,61.0401,61.2250,50.9361,50.0533,66.8445
479.5530,0.0000,52.8100,26.5800,239.8523,0.2000,28.9679,34.9088,43.7254,23.8181,43.7002,44.7193,45.9702,53.3555,41.4054,58.1498,60.7607,50.9361,49.4775,66.8445
479.8580,0.0000,52.8100,26.5800,239.9026,0.2000,26.3366,30.2070,42.0161,23.5763,42.8332,42.8384,45.2667,52.3446,43.3882,60.5772,59.1160,49.4614,48.3640,66.2847
480.1620,0.0000,52.8100,26.5800,239.9528,0.2000,22.9348,24.0040,38.4522,22.7595,42.6025,42.8384,44.3331,50.0315,41.2168,60.1967,56.0760,49.4614,47.8255,66.2847
480.4670,0.0000,52.8100,26.5800,239.9573,0.2000,19.7109,18.7581,34.9838,22.9051,40.5960,40.8807,43.6371,51.3110,40.5881,59.3023,55.3634,49.4614,47.8255,47.0102
480.7720,0.0000,52.8100,26.5800,239.9515,0.2000,16.3741,14.4987,31.5972,23.2018,40.0465,41.1064,43.0013,53.3555,41.6339,57.3826,57.1452,48.1165,46.5522,65.2822
481.0760,0.0000,52.8100,26.5800,239.9457,0.2000,13.2979,10.6205,26.9445,22.5379,40.5960,40.4733,42.5746,48.5445,40.8079,55.5168,57.9038,48.1165,45.7841,50.9328
481.3810,0.0000,52.8100,26.5800,240.0331,0.2000,10.6969,7.8763,23.5150,22.4735,39.8441,39.8947,40.9475,49.7495,41.4054,59.3023,56.0760,47.3060,45.3001,64.3090
481.6860,0.0000,52.8100,26.5800,240.2018,0.2000,8.5296,5.8240,20.0738,22.6156,39.1190,39.2974,40.7350,48.2257,39.6271,57.7289,55.3634,47.0726,44.6138,63.3641
481.9900,0.0000,52.8100,26.5800,240.3699,0.2002,6.7321,4.4200,16.5073,22.4735,39.3142,38.5498,40.5595,49.7495,38.8764,53.1675,56.0760,47.3060,44.1536,63.8761
482.2950,0.0000,52.8092,26.5769,240.4356,0.2000,5.3463,3.4469,13.7071,22.1194,38.7660,37.3220,40.1787,46.8407,38.6764,52.5235,56.8068,45.8065,37.2148,60.6866
482.6010,0.0000,52.8062,26.5647,240.1953,0.2006,4.2934,2.7670,11.1662,21.2679,37.5930,35.9923,38.1873,48.8133,38.3150,55.1962,52.9744,45.5874,42.1739,60.6866
482.9060,0.0000,52.8031,26.5525,239.9559,0.2000,3.4844,2.2855,9.1389,21.1416,37.2662,35.5030,37.6964,45.7687,37.2693,53.1675,52.6827,45.1125,43.2606,63.8761
483.2110,0.0000,52.8001,26.5403,239.7165,0.2000,2.8519,1.9386,7.5122,20.8932,36.4589,33.8751,38.3745,45.7687,36.6026,50.6801,52.3368,46.0722,43.0232,62.4461
483.5160,0.0000,52.8000,26.5400,239.8230,0.2000,2.3823,1.6849,6.2121,20.5311,37.0903,32.6257,30.4970,46.0081,38.1529,53.1675,53.9904,44.8575,42.1739,60.6866
483.8200,0.0000,52.8000,26.5400,239.9374,0.2000,2.0279,1.4897,5.1929,20.2331,36.9449,31.5981,35.7953,43.2879,36.4543,52.5235,53.6275,45.1125,41.5766,60.3002
484.1250,0.0000,52.8000,26.5400,240.0520,0.2000,1.7533,1.3402,4.3770,20.0048,35.7121,30.2941,34.6284,43.2879,35.8154,51.2803,53.3287,44.8575,40.9597,60.3002
484.4300,0.0000,52.8000,26.5400,240.0751,0.2000,1.5391,1.2234,3.7100,19.6119,35.1252,28.6536,33.9237,43.5025,35.5041,49.7792,53.3287,44.8575,40.9597,59.0220
484.7340,0.0000,52.8000,26.5400,240.0581,0.2000,1.3683,1.1290,3.1960,18.9335,34.5568,27.0088,32.7552,41.9221,35.1980,48.9595,51.1056,44.8575,40.7817,59.8429
485.0400,0.0000,52.8000,26.5400,240.0410,0.2000,1.2327,1.0525,2.7944,18.2468,33.7370,25.1241,31.1735,42.3679,35.6450,51.5578,52.0519,43.9463,40.1875,59.4670
485.3440,0.0000,52.8000,26.5400,240.0267,0.2002,1.1221,0.9870,2.4633,17.8258,32.3170,23.4013,30.0617,41.0575,34.4416,50.0936,50.8337,42.8763,41.3568,59.8429
485.6510,0.0000,52.8000,26.5400,240.0163,0.2000,1.0314,0.9346,2.2000,17.6062,31.3628,21.6495,28.5398,41.4854,35.5041,49.7792,51.1056,43.5041,39.6436,57.4449
485.9550,0.0000,52.8000,26.5400,240.0059,0.2000,0.9554,0.8884,1.9828,17.1284,30.6822,18.9080,26.5482,40.2271,34.3099,47.5870,52.0519,43.0705,39.2779,56.2820
486.2610,0.0000,52.8000,26.5400,240.0012,0.2000,0.8939,0.8503,1.8072,16.1406,28.7131,18.4553,25.0257,41.2509,34.6010,50.3585,49.6703,42.0413,38.2192,56.2820
486.5660,0.0000,52.8000,26.5400,240.0308,0.2000,0.8391,0.8156,1.6582,15.5932,23.8188,17.2133,23.7367,40.6381,33.1914,48.1171,51.1056,42.8763,38.0327,55.5538
486.8720,0.0000,52.8000,26.5400,240.0604,0.2000,0.7930,0.7866,1.5355,15.0501,25.2606,15.4628,22.2045,43.0331,33.5898,46.5604,49.6703,41.4176,38.0327,55.2289
487.1780,0.0000,52.8000,26.5400,240.0901,0.2000,0.7532,0.7610,1.4309,14.2996,24.7306,14.2633,20.5841,39.0413,33.3149,47.3498,40.0062,41.6357,38.0327,54.8439
487.4840,0.0000,52.8027,26.5506,240.1116,0.2000,0.7188,0.7378,1.3436,13.7263,22.3942,12.9911,19.0933,42.8230,32.5159,47.8748,49.1079,41.2376,37.3636,54.5271
487.7890,0.0000,52.8057,26.5628,240.1317,0.2000,0.6891,0.7168,1.2652,13.1715,20.8138,11.8592,17.8310,39.8241,32.2578,45.3583,48.5579,40.6368,37.2148,54.1517
488.0940,0.0000,52.8088,26.5750,240.1518,0.2000,0.6616,0.6989,1.1999,12.4664,19.8097,10.9637,16.6801,38.4568,32.3981,46.0632,48.0198,41.8191,37.8786,54.5271
488.3990,0.0000,52.8100,26.5800,240.0796,0.2006,0.6380,0.6828,1.1422,11.9129,18.2621,10.0547,15.4240,37.7252,33.3149,48.6589,49.3620,41.0236,37.2148,55.5538
488.7040,0.0000,52.8100,26.5800,239.9442,0.2000,0.6164,0.6668,1.0914,11.4248,16.9937,9.2747,14.1747,38.8330,31.7533,47.8748,49.3620,41.0236,37.0376,55.2289
489.0090,0.0000,52.8100,26.5800,239.8088,0.2000,0.5971,0.6538,1.0444,10.8487,15.7287,8.5458,13.1465,39.0413,31.3959,44.8858,50.2454,40.6368,36.7171,54.5271
489.3140,0.0000,52.8100,26.5800,239.7330,0.2000,0.5794,0.6412,1.0051,10.2423,14.4696,7.8874,12.1538,37.7252,32.5159,46.0632,49.1079,40.2571,36.4020,54.1517
489.6180,0.0000,52.8100,26.5800,239.7868,0.2000,0.5637,0.6295,0.9584,9.7538,13.4327,7.2812,4.6301,37.5627,31.3959,47.3498,48.8064,38.9970,9.2681,6.2121
489.9240,0.0000,52.8100,26.5800,239.8410,0.2000,0.0746,0.1733,0.1346,0.2167,0.2116,0.1954,0.1705,0.3903,0.2001,0.2744,0.1718,0.1625,0.1426,0.1359
490.2290,0.0000,52.8100,26.5800,239.8950,0.8776,0.0638,0.1526,0.1098,0.1145,0.1206,0.1417,0.1226,0.1241,0.1069,0.1335,0.1213,0.1243,0.1119,0.1142
490.5340,0.0000,52.8100,26.5800,239.9511,0.8911,0.0697,0.1462,0.1076,0.1046,0.1121,0.1321,0.1194,0.1118,0.1017,0.1231,0.1158,0.1188,0.1087,0.1115
490.8390,0.0000,52.8100,26.5800,240.0073,0.8961,0.0748,0.1423,0.1090,0.1026,0.1120,0.1284,0.1202,0.1100,0.1008,0.1217,0.1143,0.1177,0.1084,0.1107
491.1430,0.0000,52.8100,26.5800,240.0632,0.8980,0.0785,0.1407,0.1118,0.1024,0.1132,0.1272,0.1220,0.1096,0.1005,0.1212,0.1136,0.1171,0.1084,0.1106
491.4490,0.0000,52.8100,26.5800,240.1100,0.8980,0.0813,0.1406,0.1146,0.1032,0.1152,0.1270,0.1240,0.1097,0.1005,0.1213,0.1131,0.1167,0.1087,0.1103
491.7530,0.0000,52.8100,26.5800,240.1535,0.8984,0.0835,0.1412,0.1174,0.1040,0.1171,0.1276,0.1259,0.1097,0.1001,0.1213,0.1127,0.1164,0.1086,0.1103
492.0600,0.0000,52.8100,26.5800,240.1974,0.8990,0.0853,0.1422,0.1201,0.1050,0.1191,0.1281,0.1277,0.1096,0.1003,0.1212,0.1124,0.1163,0.1086,0.1102
492.3640,0.0000,52.8100,26.5800,240.2318,0.8990,0.0869,0.1435,0.1221,0.1060,0.1206,0.1289,0.1292,0.1097,0.1001,0.1212,0.1123,0.1162,0.1087,0.1102
492.6690,0.0000,52.8100,26.5800,240.2565,0.8997,0.0882,0.1446,0.1243,0.1071,0.1222,0.1296,0.1309,0.1098,0.1001,0.1212,0.1119,0.1159,0.1087,0.1099
492.9730,0.0000,52.8100,26.5800,240.2812,0.8990,0.0895,0.1456,0.1260,0.1079,0.1237,0.1304,0.1320,0.1097,0.1001,0.1212,0.1117,0.1158,0.1087,0.1098
493.2790,0.0000,52.8100,26.5800,240.2767,0.8990,0.0905,0.1468,0.1277,0.1086,0.1250,0.1309,0.1331,0.1098,0.1000,0.1210,0.1115,0.1156,0.1087,0.1099
493.5830,0.0000,52.8100,26.5800,240.1554,0.8990,0.0917,0.1479,0.1289,0.1096,0.1261,0.1316,0.1341,0.1098,0.1000,0.1210,0.1113,0.1155,0.1088,0.1098
493.8880,0.0000,52.8100,26.5800,240.0337,0.8990,0.0922,0.1485,0.1300,0.1101,0.1271,0.1320,0.1352,0.1101,0.0999,0.1210,0.1110,0.1153,0.1088,0.1096
494.1920,0.0000,52.8100,26.5800,239.9124,0.8990,0.0931,0.1494,0.1312,0.1108,0.1279,0.1326,0.1359,0.1100,0.0999,0.1208,0.1108,0.1153,0.1087,0.1096
494.4970,0.0000,52.8100,26.5800,240.0128,0.8997,0.0939,0.1502,0.1318,0.1113,0.1290,0.1329,0.1365,0.1101,0.0998,0.1209,0.1108,0.1152,0.1087,0.1096
494.8020,0.0000,52.8100,26.5800,240.1338,0.8990,0.0442,0.1149,0.1903,0.1491,0.2354,0.2714,0.4007,0.0746,0.0841,0.1378,0.2412,0.4826,0.8615,0.9881
495.1060,0.0000,52.8100,26.5800,240.2545,0.2155,0.5029,1.4111,2.5490,1.8554,2.6277,3.0018,4.0441,5.0576,5.0082,6.6009,11.6955,14.7288,17.3332,22.6452
495.4110,0.0000,52.8100,26.5800,240.2475,0.2100,3.7846,9.1714,16.6131,10.1788,15.5782,17.1013,21.3346,36.6774,24.8147,41.4265,50.8337,52.1567,45.3001,59.8429
495.7160,0.0000,52.8100,26.5800,240.1660,0.2070,15.1939,31.5530,48.1171,23.0525,43.0273,45.9557,49.9924,57.2171,37.9601,69.8255,70.5488,66.4169,55.8946,68.9791
496.0240,0.0000,52.8100,26.5800,240.0838,0.2038,35.9202,56.2454,72.1267,28.8515,61.6794,68.1197,71.3400,62.0148,39.8017,72.6707,66.8349,71.3160,57.0349,70.6179
496.3300,0.0000,52.8100,26.5800,240.0332,0.2030,55.8533,71.9176,79.2369,31.6051,70.1076,79.1164,83.6010,61.0769,41.4054,69.2228,66.2834,71.3160,58.5802,71.2524
496.6340,0.0000,52.8100,26.5800,240.0366,0.2010,60.9443,79.7171,83.7703,32.1616,73.6306,76.9817,81.3453,55.6363,43.1405,72.6707,67.8697,65.9633,56.2919,71.2524
496.9380,0.0000,52.8100,26.5800,240.0399,0.2010,63.1793,74.3444,80.6932,31.3339,71.7732,76.2102,75.0120,55.2200,42.2556,69.2228,67.8697,62.2197,55.8946,69.4831
497.2430,0.0000,52.8100,26.5800,240.0403,0.2002,59.2946,69.6423,72.6707,29.6865,67.3691,70.4390,69.0829,55.9880,41.6339,66.6330,67.3014,60.8831,54.4839,70.0976
497.5480,0.0000,52.8100,26.5800,240.0074,0.2000,53.4898,68.0747,68.1441,29.2098,59.1755,62.9311,65.4992,58.8889,42.9362,65.6318,64.3359,57.6725,53.8044,68.9791
497.8530,0.0000,52.8100,26.5800,239.9744,0.2004,48.1649,60.5615,63.2123,28.1797,56.4626,57.6490,60.4548,53.0355,43.5967,66.0832,63.9090,54.4059,54.1730,69.4831
498.1570,0.0000,52.8100,26.5800,239.9416,0.2000,43.1138,53.7895,55.9066,26.8327,54.0448,54.9192,55.0846,51.6712,42.2556,65.0981,64.3359,53.0811,53.1414,68.9791
